date,temperature_2m,relative_humidity_2m
2022-03-15 00:00:00,8.1310005,77.76424
2022-03-15 01:00:00,8.831,74.94579
2022-03-15 02:00:00,9.081,72.669624
2022-03-15 03:00:00,8.081,74.29151
2022-03-15 04:00:00,8.1310005,72.49235
2022-03-15 05:00:00,8.1310005,72.23726
2022-03-15 06:00:00,8.231,69.9971
2022-03-15 07:00:00,8.531,65.26676
2022-03-15 08:00:00,10.1310005,60.725277
2022-03-15 09:00:00,12.281,53.601254
2022-03-15 10:00:00,13.181001,48.77539
2022-03-15 11:00:00,13.031,51.211674
2022-03-15 12:00:00,13.231,62.538372
2022-03-15 13:00:00,14.731,49.55202
2022-03-15 14:00:00,16.031,49.05081
2022-03-15 15:00:00,14.331,58.026096
2022-03-15 16:00:00,13.981,63.576767
2022-03-15 17:00:00,14.031,61.65758
2022-03-15 18:00:00,13.281,58.166138
2022-03-15 19:00:00,12.481,57.965603
2022-03-15 20:00:00,11.581,65.258415
2022-03-15 21:00:00,11.081,65.37494
2022-03-15 22:00:00,10.531,66.8697
2022-03-15 23:00:00,10.6310005,63.47056
