date,temperature_2m,relative_humidity_2m
2022-10-15 00:00:00,13.931001,62.485935
2022-10-15 01:00:00,14.031,61.44631
2022-10-15 02:00:00,13.281,66.537315
2022-10-15 03:00:00,13.031,66.71195
2022-10-15 04:00:00,13.1310005,65.82494
2022-10-15 05:00:00,12.981,66.47301
2022-10-15 06:00:00,12.6310005,68.951645
2022-10-15 07:00:00,13.181001,70.48812
2022-10-15 08:00:00,16.480999,56.795532
2022-10-15 09:00:00,17.980999,52.00842
2022-10-15 10:00:00,19.281,48.93276
2022-10-15 11:00:00,20.331,46.317135
2022-10-15 12:00:00,21.480999,43.301567
2022-10-15 13:00:00,22.181,39.969868
2022-10-15 14:00:00,22.630999,37.332592
2022-10-15 15:00:00,22.581,36.937374
2022-10-15 16:00:00,21.781,38.385048
2022-10-15 17:00:00,20.531,43.476254
2022-10-15 18:00:00,18.480999,51.789066
2022-10-15 19:00:00,17.480999,55.90161
2022-10-15 20:00:00,16.181,60.912247
2022-10-15 21:00:00,15.731,62.900337
2022-10-15 22:00:00,15.681001,62.676567
2022-10-15 23:00:00,15.581,62.866024
