date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2023-05-04 00:00:00,15.881,52.16222,6.081,12.725908,0.0,0.0,0.0,0.0,0.0,1016.7,903.70703,2.0,0.0,8.0,0.0,0.07263711,0.8641456,14.904173,27.666182,322.85324,327.75757,29.88,19.031,20.630999,16.531,11.431001,0.097,0.156,0.189,0.193
2023-05-04 01:00:00,14.231,65.61542,7.881,11.850323,0.0,0.0,0.0,0.0,1.0,1017.2,903.54675,34.0,16.0,21.0,0.0,0.0369454,0.55862176,12.538134,23.0653,320.82635,325.8138,30.960001,18.081,20.531,16.531,11.431001,0.097,0.156,0.189,0.193
2023-05-04 02:00:00,13.981,67.5996,8.081,12.066826,0.0,0.0,0.0,0.0,0.0,1017.3,903.5435,0.0,0.0,0.0,0.0,0.023893435,0.5179335,9.686609,17.906157,318.01288,329.82657,24.84,17.331,20.331,16.531,11.431001,0.097,0.155,0.189,0.193
2023-05-04 03:00:00,12.8810005,73.11453,8.181001,11.214868,0.0,0.0,0.0,0.0,0.0,1017.9,903.66895,0.0,0.0,0.0,0.0,0.011388537,0.4000864,8.161764,14.512064,318.57642,336.61475,19.44,16.431,20.130999,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 04:00:00,11.8810005,78.34163,8.231,10.105529,0.0,0.0,0.0,0.0,0.0,1018.2,903.56195,0.0,0.0,0.0,0.0,0.007337802,0.30183232,9.0,12.522619,323.13,341.56494,16.919998,15.581,19.931,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 05:00:00,11.181001,82.60992,8.331,9.504785,0.0,0.0,0.0,0.0,1.0,1018.6,903.6542,37.0,0.0,0.0,37.0,0.0012782143,0.23139751,8.4963045,10.931203,323.61554,342.75845,17.64,14.8810005,19.681,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 06:00:00,11.531,81.26701,8.431001,10.0272875,0.0,0.0,0.0,0.0,2.0,1019.2,904.318,53.0,0.0,0.0,53.0,0.02022716,0.25510418,7.491114,5.95906,324.78232,334.98312,16.199999,14.531,19.431,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 07:00:00,14.181001,67.412224,8.231,13.346561,0.0,0.0,0.0,0.0,1.0,1019.9,905.92676,30.0,0.0,0.0,30.0,0.08082263,0.5277151,2.5455842,3.7585104,278.13,286.6993,14.04,15.3810005,19.230999,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 08:00:00,15.781,58.78502,7.731,14.287718,0.0,0.0,0.0,0.0,1.0,1019.9,906.5148,21.0,0.0,5.0,20.0,0.20472345,0.73973477,6.193674,7.386582,215.53777,223.02507,17.28,17.181,19.081,16.581,11.481,0.097,0.155,0.189,0.193
2023-05-04 09:00:00,17.230999,49.041676,6.4309998,15.090357,0.0,0.0,0.0,0.0,1.0,1019.9,907.0426,42.0,0.0,35.0,24.0,0.33243608,1.0028963,9.178235,11.298495,205.55992,210.65059,24.119999,19.380999,18.980999,16.581,11.481,0.096,0.155,0.189,0.193
2023-05-04 10:00:00,18.730999,36.854374,3.681,16.415707,0.0,0.0,0.0,0.0,3.0,1019.7,907.40546,86.0,0.0,37.0,80.0,0.45312878,1.365605,12.57426,15.459054,203.6294,207.75845,30.599998,21.630999,19.031,16.581,11.481,0.096,0.155,0.188,0.193
2023-05-04 11:00:00,19.931,27.52195,0.63100004,17.119076,0.0,0.0,0.0,0.0,3.0,1019.4,907.56714,99.0,0.0,1.0,99.0,0.54702455,1.6888869,15.978484,19.803272,202.52061,207.03078,37.079998,23.681,19.130999,16.581,11.481,0.096,0.155,0.188,0.193
2023-05-04 12:00:00,20.031,25.62636,-0.269,16.604246,0.0,0.0,0.0,0.0,3.0,1019.5,907.6916,100.0,2.0,0.0,0.0,0.58203506,1.7438271,20.140705,25.944988,204.27443,209.0545,41.039997,24.880999,19.230999,16.581,11.481,0.105,0.158,0.187,0.193
2023-05-04 13:00:00,20.730999,25.726597,0.381,17.404715,0.0,0.0,0.0,0.0,0.0,1019.2,907.67303,12.0,0.0,12.0,0.0,0.5917403,1.8182619,19.966211,25.944988,205.64096,209.0545,45.36,25.880999,19.480999,16.581,11.481,0.104,0.157,0.187,0.193
2023-05-04 14:00:00,21.031,25.716436,0.63100004,17.607231,0.0,0.0,0.0,0.0,0.0,1018.6,907.24475,12.0,0.0,12.0,0.0,0.5711676,1.8523197,19.33639,24.967497,204.17911,208.41257,45.0,26.581,19.730999,16.581,11.481,0.104,0.157,0.187,0.193
2023-05-04 15:00:00,21.431,24.555275,0.331,17.788599,0.0,0.0,0.0,0.0,0.0,1018.0,906.8512,6.0,0.0,6.0,0.0,0.540301,1.9279413,18.359999,23.773632,208.07239,212.00534,43.199997,27.031,19.980999,16.630999,11.481,0.103,0.157,0.187,0.193
2023-05-04 16:00:00,21.230999,24.060688,-0.119,16.75689,0.0,0.0,0.0,0.0,1.0,1017.8,906.6028,22.0,0.0,22.0,0.0,0.46634084,1.916983,18.709612,24.363249,210.01828,214.15974,41.039997,26.880999,20.181,16.630999,11.481,0.103,0.157,0.187,0.192
