date,temperature_2m,relative_humidity_2m
2022-10-22 00:00:00,11.581,99.013245
2022-10-22 01:00:00,11.231,99.66921
2022-10-22 02:00:00,11.3810005,99.34016
2022-10-22 03:00:00,11.331,99.669464
2022-10-22 04:00:00,11.331,98.68366
2022-10-22 05:00:00,10.931001,99.33784
2022-10-22 06:00:00,10.8810005,99.007805
2022-10-22 07:00:00,10.8810005,99.33756
2022-10-22 08:00:00,11.1310005,99.66896
2022-10-22 09:00:00,11.3810005,99.011696
2022-10-22 10:00:00,11.981,91.753624
2022-10-22 11:00:00,13.581,84.85592
2022-10-22 12:00:00,14.1310005,82.15205
2022-10-22 13:00:00,16.581,63.306084
2022-10-22 14:00:00,15.431001,75.80097
2022-10-22 15:00:00,13.8810005,85.734924
2022-10-22 16:00:00,13.181001,92.13072
2022-10-22 17:00:00,13.3810005,90.637985
2022-10-22 18:00:00,12.731,94.25754
2022-10-22 19:00:00,12.781,95.19577
2022-10-22 20:00:00,12.3810005,99.67217
2022-10-22 21:00:00,11.931001,99.01593
2022-10-22 22:00:00,11.781,99.67063
2022-10-22 23:00:00,11.831,99.342476
