date,temperature_2m,relative_humidity_2m
2022-10-27 00:00:00,13.931001,72.8113
2022-10-27 01:00:00,14.331,69.99898
2022-10-27 02:00:00,14.731,65.724014
2022-10-27 03:00:00,13.931001,67.58918
2022-10-27 04:00:00,13.481,68.42135
2022-10-27 05:00:00,13.731,65.282974
2022-10-27 06:00:00,13.431001,64.99397
2022-10-27 07:00:00,13.331,64.7494
2022-10-27 08:00:00,14.481,62.827286
2022-10-27 09:00:00,15.781,60.817497
2022-10-27 10:00:00,17.581,51.19832
2022-10-27 11:00:00,18.281,49.666462
2022-10-27 12:00:00,18.880999,48.16328
2022-10-27 13:00:00,19.831,45.399124
2022-10-27 14:00:00,20.031,44.081978
2022-10-27 15:00:00,20.130999,44.110123
2022-10-27 16:00:00,19.031,52.817554
2022-10-27 17:00:00,17.480999,61.218098
2022-10-27 18:00:00,15.881,62.72243
2022-10-27 19:00:00,15.3810005,65.20141
2022-10-27 20:00:00,15.581,59.949043
2022-10-27 21:00:00,15.181001,62.56156
2022-10-27 22:00:00,14.931001,63.35984
2022-10-27 23:00:00,16.081,55.734512
