date,temperature_2m,relative_humidity_2m
2021-12-25 00:00:00,6.1809998,99.31243
2021-12-25 01:00:00,6.1809998,100.0
2021-12-25 02:00:00,6.1809998,99.655685
2021-12-25 03:00:00,6.0309997,100.0
2021-12-25 04:00:00,5.9309998,100.0
2021-12-25 05:00:00,5.881,99.65486
2021-12-25 06:00:00,5.831,100.0
2021-12-25 07:00:00,5.831,99.654724
2021-12-25 08:00:00,5.7809997,99.65459
2021-12-25 09:00:00,5.881,99.65486
2021-12-25 10:00:00,6.1809998,100.0
2021-12-25 11:00:00,6.331,98.97145
2021-12-25 12:00:00,6.631,98.63395
2021-12-25 13:00:00,6.6809998,91.732346
2021-12-25 14:00:00,6.731,90.157074
2021-12-25 15:00:00,7.381,86.83285
2021-12-25 16:00:00,7.231,87.72765
2021-12-25 17:00:00,7.0309997,89.86743
2021-12-25 18:00:00,6.9309998,91.74822
2021-12-25 19:00:00,6.881,92.70273
2021-12-25 20:00:00,6.7809997,92.37667
2021-12-25 21:00:00,6.631,92.68862
2021-12-25 22:00:00,6.381,91.71325
2021-12-25 23:00:00,6.081,89.48057
