date,temperature_2m,relative_humidity_2m
2021-06-07 00:00:00,16.681,62.065704
2021-06-07 01:00:00,15.681001,67.72391
2021-06-07 02:00:00,15.531,61.38049
2021-06-07 03:00:00,15.431001,60.528072
2021-06-07 04:00:00,15.231,61.51882
2021-06-07 05:00:00,14.6310005,64.816475
2021-06-07 06:00:00,16.781,59.831875
2021-06-07 07:00:00,18.880999,48.823643
2021-06-07 08:00:00,19.931,46.997044
2021-06-07 09:00:00,21.480999,43.743343
2021-06-07 10:00:00,23.281,38.41993
2021-06-07 11:00:00,24.730999,33.010727
2021-06-07 12:00:00,25.531,29.489742
2021-06-07 13:00:00,26.380999,27.185795
2021-06-07 14:00:00,27.130999,24.953438
2021-06-07 15:00:00,27.331,23.986086
2021-06-07 16:00:00,27.130999,22.630194
2021-06-07 17:00:00,26.781,23.18164
2021-06-07 18:00:00,26.031,26.624428
2021-06-07 19:00:00,24.130999,58.294304
2021-06-07 20:00:00,24.531,28.114916
2021-06-07 21:00:00,21.331,47.382084
2021-06-07 22:00:00,19.781,48.738327
2021-06-07 23:00:00,19.181,45.997406
