date,temperature_2m,relative_humidity_2m
2021-11-24 00:00:00,-0.469,93.2924
2021-11-24 01:00:00,1.331,90.06569
2021-11-24 02:00:00,1.831,87.84981
2021-11-24 03:00:00,0.231,93.67067
2021-11-24 04:00:00,0.381,95.3977
2021-11-24 05:00:00,0.531,94.71294
2021-11-24 06:00:00,1.031,94.050804
2021-11-24 07:00:00,0.8809999,94.04369
2021-11-24 08:00:00,1.1309999,91.36817
2021-11-24 09:00:00,2.2310002,85.688965
2021-11-24 10:00:00,2.9810002,83.934296
2021-11-24 11:00:00,3.681,82.52207
2021-11-24 12:00:00,4.481,74.7151
2021-11-24 13:00:00,5.581,71.49197
2021-11-24 14:00:00,4.581,70.523285
2021-11-24 15:00:00,4.231,73.595764
2021-11-24 16:00:00,3.431,83.38594
2021-11-24 17:00:00,3.081,88.59888
2021-11-24 18:00:00,2.881,90.50823
2021-11-24 19:00:00,2.7310002,92.13299
2021-11-24 20:00:00,2.631,93.45529
2021-11-24 21:00:00,2.7810001,93.12971
2021-11-24 22:00:00,2.7810001,93.46302
2021-11-24 23:00:00,2.931,93.804726
