date,temperature_2m,relative_humidity_2m
2024-08-16 00:00:00,18.281,42.39462
2024-08-16 01:00:00,17.730999,42.830345
2024-08-16 02:00:00,16.230999,47.927067
2024-08-16 03:00:00,15.981,46.703144
2024-08-16 04:00:00,15.931001,43.678707
2024-08-16 05:00:00,15.281,43.032494
2024-08-16 06:00:00,14.831,44.139164
2024-08-16 07:00:00,18.281,38.85156
2024-08-16 08:00:00,21.431,23.51001
2024-08-16 09:00:00,23.630999,18.568436
2024-08-16 10:00:00,25.781,14.668989
2024-08-16 11:00:00,27.681,12.4026985
2024-08-16 12:00:00,29.281,11.259394
2024-08-16 13:00:00,30.380999,13.099468
2024-08-16 14:00:00,30.980999,14.686475
2024-08-16 15:00:00,31.031,15.508884
2024-08-16 16:00:00,30.581,15.1343565
2024-08-16 17:00:00,29.730999,15.49579
2024-08-16 18:00:00,28.630999,17.86884
2024-08-16 19:00:00,27.230999,20.092886
2024-08-16 20:00:00,25.630999,21.847301
2024-08-16 21:00:00,24.431,23.719131
2024-08-16 22:00:00,23.281,25.327227
2024-08-16 23:00:00,22.531,26.316238
