date,temperature_2m,relative_humidity_2m
2023-02-20 00:00:00,8.031,60.428314
2023-02-20 01:00:00,7.931,61.50098
2023-02-20 02:00:00,7.481,63.415707
2023-02-20 03:00:00,7.0309997,66.344185
2023-02-20 04:00:00,7.081,65.17371
2023-02-20 05:00:00,6.881,64.1959
2023-02-20 06:00:00,6.481,64.10348
2023-02-20 07:00:00,6.331,63.83687
2023-02-20 08:00:00,8.031,56.41674
2023-02-20 09:00:00,10.831,44.906326
2023-02-20 10:00:00,12.181001,38.032043
2023-02-20 11:00:00,13.331,34.886574
2023-02-20 12:00:00,13.681001,36.295826
2023-02-20 13:00:00,14.081,33.349617
2023-02-20 14:00:00,15.031,32.065365
2023-02-20 15:00:00,15.1310005,34.152515
2023-02-20 16:00:00,15.081,35.530983
2023-02-20 17:00:00,14.931001,36.26786
2023-02-20 18:00:00,12.231,47.30834
2023-02-20 19:00:00,11.3810005,49.85714
2023-02-20 20:00:00,10.831,47.25108
2023-02-20 21:00:00,9.681001,46.40924
2023-02-20 22:00:00,8.981,46.377556
2023-02-20 23:00:00,8.231,47.7232
