date,temperature_2m,relative_humidity_2m
2021-09-27 00:00:00,13.481,83.17003
2021-09-27 01:00:00,13.331,81.23294
2021-09-27 02:00:00,13.081,80.1191
2021-09-27 03:00:00,12.781,79.27354
2021-09-27 04:00:00,11.681001,84.361916
2021-09-27 05:00:00,10.181001,91.640724
2021-09-27 06:00:00,9.431001,94.110695
2021-09-27 07:00:00,10.781,89.54534
2021-09-27 08:00:00,15.531,69.76503
2021-09-27 09:00:00,17.531,57.639
2021-09-27 10:00:00,18.980999,49.18404
2021-09-27 11:00:00,20.181,44.124187
2021-09-27 12:00:00,21.081,45.28621
2021-09-27 13:00:00,21.681,46.689796
2021-09-27 14:00:00,21.931,48.184643
2021-09-27 15:00:00,21.980999,49.006886
2021-09-27 16:00:00,21.531,50.708748
2021-09-27 17:00:00,20.331,57.56133
2021-09-27 18:00:00,17.630999,70.17364
2021-09-27 19:00:00,16.581,72.32515
2021-09-27 20:00:00,15.331,76.28874
2021-09-27 21:00:00,14.6310005,73.428
2021-09-27 22:00:00,14.431001,70.49202
2021-09-27 23:00:00,14.481,70.50169
