date,temperature_2m,relative_humidity_2m
2021-05-14 00:00:00,8.981,80.08741
2021-05-14 01:00:00,8.781,83.73935
2021-05-14 02:00:00,8.681001,84.30713
2021-05-14 03:00:00,8.581,84.29564
2021-05-14 04:00:00,8.831,83.169685
2021-05-14 05:00:00,9.1310005,80.108696
2021-05-14 06:00:00,9.081,78.454796
2021-05-14 07:00:00,9.731,70.54219
2021-05-14 08:00:00,10.581,64.58188
2021-05-14 09:00:00,11.681001,59.410862
2021-05-14 10:00:00,12.981,54.739983
2021-05-14 11:00:00,14.331,49.441624
2021-05-14 12:00:00,16.630999,41.62702
2021-05-14 13:00:00,17.630999,38.256104
2021-05-14 14:00:00,18.281,35.573013
2021-05-14 15:00:00,19.081,31.625198
2021-05-14 16:00:00,19.431,29.748625
2021-05-14 17:00:00,19.531,29.670536
2021-05-14 18:00:00,18.730999,35.57764
2021-05-14 19:00:00,16.331,52.28237
2021-05-14 20:00:00,13.8810005,55.35931
2021-05-14 21:00:00,12.981,53.410614
2021-05-14 22:00:00,11.931001,59.681026
2021-05-14 23:00:00,11.3810005,65.21407
