date,temperature_2m,relative_humidity_2m
2023-06-29 00:00:00,22.480999,41.43439
2023-06-29 01:00:00,21.630999,42.47215
2023-06-29 02:00:00,20.781,42.231846
2023-06-29 03:00:00,19.730999,41.359867
2023-06-29 04:00:00,18.531,42.026424
2023-06-29 05:00:00,18.581,39.62501
2023-06-29 06:00:00,20.181,37.273155
2023-06-29 07:00:00,24.480999,31.394833
2023-06-29 08:00:00,26.880999,21.326384
2023-06-29 09:00:00,28.230999,22.599865
2023-06-29 10:00:00,29.581,22.402233
2023-06-29 11:00:00,31.081,18.715324
2023-06-29 12:00:00,30.931,20.949192
2023-06-29 13:00:00,31.831,18.700243
2023-06-29 14:00:00,31.031,21.634487
2023-06-29 15:00:00,28.581,27.881145
2023-06-29 16:00:00,27.681,29.481718
2023-06-29 17:00:00,27.181,27.973991
2023-06-29 18:00:00,25.480999,30.61095
2023-06-29 19:00:00,22.630999,42.753548
2023-06-29 20:00:00,21.031,49.904934
2023-06-29 21:00:00,19.931,55.21916
2023-06-29 22:00:00,18.781,61.114407
2023-06-29 23:00:00,17.681,65.69939
