date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2022-07-28 00:00:00,23.681,24.374014,2.131,19.787838,0.0,0.0,0.0,0.0,0.0,1012.3,902.55554,0.0,0.0,0.0,0.0,0.15436819,2.2149749,14.529915,28.165257,318.01285,324.8879,38.88,27.331,29.831,25.681,17.831,0.087,0.143,0.177,0.198
2022-07-28 01:00:00,22.581,24.957228,1.531,17.863853,0.0,0.0,0.0,0.0,0.0,1012.8,902.6203,0.0,0.0,0.0,0.0,0.18985918,2.056716,19.469976,35.04596,326.3099,326.3099,38.519997,26.380999,29.681,25.681,17.831,0.087,0.143,0.177,0.198
2022-07-28 02:00:00,21.081,29.687338,2.681,16.89891,0.0,0.0,0.0,0.0,0.0,1012.7,902.0071,0.0,0.0,0.0,0.0,0.15273772,1.7586248,17.193533,30.962091,340.4268,336.71393,38.88,25.431,29.480999,25.681,17.831,0.087,0.143,0.177,0.198
2022-07-28 03:00:00,20.230999,34.77348,4.1809998,16.334282,0.0,0.0,0.0,0.0,0.0,1012.6,901.61914,0.0,0.0,0.0,0.0,0.13688412,1.5482476,17.208603,31.771912,344.21918,340.12772,36.0,24.531,29.230999,25.681,17.831,0.087,0.143,0.177,0.198
2022-07-28 04:00:00,19.980999,38.934826,5.581,16.429367,0.0,0.0,0.0,0.0,0.0,1012.6,901.5307,0.0,0.0,0.0,0.0,0.1238373,1.4272048,16.854767,30.962091,340.0168,336.71393,35.64,23.831,28.980999,25.681,17.831,0.087,0.142,0.177,0.198
2022-07-28 05:00:00,19.781,41.516907,6.331,16.364994,0.0,0.0,0.0,0.0,2.0,1012.8,901.63806,53.0,0.0,0.0,53.0,0.1184324,1.3500135,17.076298,31.154043,341.56494,337.5838,33.839996,23.230999,28.730999,25.681,17.831,0.087,0.142,0.177,0.198
2022-07-28 06:00:00,20.230999,42.36514,7.0309997,17.176851,0.0,0.0,0.0,0.0,0.0,1013.1,902.06433,13.0,0.0,0.0,13.0,0.124501094,1.3679347,15.716793,28.412645,339.90466,337.6593,33.839996,22.931,28.480999,25.681,17.831,0.087,0.142,0.177,0.198
2022-07-28 07:00:00,22.081,39.535503,7.6809998,19.756828,0.0,0.0,0.0,0.0,0.0,1013.5,903.0697,0.0,0.0,0.0,0.0,0.17241718,1.6073292,11.792404,20.037485,347.66092,342.216,30.960001,23.581,28.230999,25.681,17.880999,0.087,0.142,0.177,0.198
2022-07-28 08:00:00,24.281,34.849567,7.7809997,22.544285,0.0,0.0,0.0,0.0,0.0,1013.4,903.7434,0.0,0.0,0.0,0.0,0.27379584,1.9777448,7.928178,10.8955765,357.3975,352.40543,25.199999,25.230999,28.081,25.681,17.880999,0.087,0.142,0.177,0.198
2022-07-28 09:00:00,26.380999,29.022417,6.9309998,25.430283,0.0,0.0,0.0,0.0,0.0,1013.0,904.10455,0.0,0.0,0.0,0.0,0.3664163,2.4407728,1.484318,2.1897945,14.036275,350.53775,20.16,27.781,27.980999,25.681,17.880999,0.087,0.142,0.177,0.198
