date,temperature_2m,relative_humidity_2m
2023-02-11 00:00:00,-0.419,82.90013
2023-02-11 01:00:00,-0.36900002,83.83506
2023-02-11 02:00:00,-0.519,85.07032
2023-02-11 03:00:00,-0.919,86.619576
2023-02-11 04:00:00,-1.3690001,88.52833
2023-02-11 05:00:00,-1.6190001,89.83357
2023-02-11 06:00:00,-1.6190001,89.16755
2023-02-11 07:00:00,-1.819,89.15053
2023-02-11 08:00:00,-1.269,88.86671
2023-02-11 09:00:00,0.681,78.85662
2023-02-11 10:00:00,2.0310001,71.05134
2023-02-11 11:00:00,3.631,65.1009
2023-02-11 12:00:00,4.881,56.626987
2023-02-11 13:00:00,5.7809997,53.593212
2023-02-11 14:00:00,6.1809998,53.108944
2023-02-11 15:00:00,6.6809998,51.694016
2023-02-11 16:00:00,6.7809997,49.838898
2023-02-11 17:00:00,6.131,48.37052
2023-02-11 18:00:00,4.481,56.10093
2023-02-11 19:00:00,3.5310001,64.35929
2023-02-11 20:00:00,2.4810002,70.617455
2023-02-11 21:00:00,1.681,73.39177
2023-02-11 22:00:00,1.031,75.76223
2023-02-11 23:00:00,0.331,78.80236
