date,temperature_2m,relative_humidity_2m
2023-12-07 00:00:00,3.331,78.11965
2023-12-07 01:00:00,2.931,77.489784
2023-12-07 02:00:00,2.7310002,78.30979
2023-12-07 03:00:00,3.631,77.60268
2023-12-07 04:00:00,3.831,79.3362
2023-12-07 05:00:00,4.081,82.870155
2023-12-07 06:00:00,3.9810002,85.57059
2023-12-07 07:00:00,2.9810002,89.54827
2023-12-07 08:00:00,3.431,87.37007
2023-12-07 09:00:00,5.0309997,79.51481
2023-12-07 10:00:00,6.081,79.6693
2023-12-07 11:00:00,6.331,82.859726
2023-12-07 12:00:00,6.6809998,85.55944
2023-12-07 13:00:00,6.381,91.077324
2023-12-07 14:00:00,5.981,92.97513
2023-12-07 15:00:00,5.6809998,96.92659
2023-12-07 16:00:00,5.481,97.25956
2023-12-07 17:00:00,5.581,96.92416
2023-12-07 18:00:00,5.731,96.92781
2023-12-07 19:00:00,6.481,93.97468
2023-12-07 20:00:00,6.581,93.97938
2023-12-07 21:00:00,6.131,94.28522
2023-12-07 22:00:00,5.731,93.6124
2023-12-07 23:00:00,5.631,92.631805
