date,temperature_2m,relative_humidity_2m
2021-01-28 00:00:00,9.031,84.34729
2021-01-28 01:00:00,8.681001,84.01685
2021-01-28 02:00:00,8.231,85.72446
2021-01-28 03:00:00,7.931,85.396515
2021-01-28 04:00:00,7.1809998,86.511734
2021-01-28 05:00:00,6.831,85.27707
2021-01-28 06:00:00,6.581,84.65457
2021-01-28 07:00:00,6.381,84.039566
2021-01-28 08:00:00,7.131,82.381325
2021-01-28 09:00:00,9.581,74.81498
2021-01-28 10:00:00,11.181001,75.347946
2021-01-28 11:00:00,12.081,78.90429
2021-01-28 12:00:00,11.181001,83.17162
2021-01-28 13:00:00,12.231,81.90964
2021-01-28 14:00:00,12.781,80.88797
2021-01-28 15:00:00,12.731,81.153175
2021-01-28 16:00:00,11.931001,85.81911
2021-01-28 17:00:00,10.481,94.15802
2021-01-28 18:00:00,8.6310005,98.32181
2021-01-28 19:00:00,8.3810005,96.66199
2021-01-28 20:00:00,8.481,92.79205
2021-01-28 21:00:00,7.9809995,90.250206
2021-01-28 22:00:00,7.5309997,87.755264
2021-01-28 23:00:00,7.381,83.28102
