fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2022-09-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,2","0,2","20,2",06:10,"30,2",13:55,66,78,06:10,50,08:10
2022-09-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,0","23,5",06:09,"30,5",14:12,74,81,06:10,57,19:30
2022-09-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","23,5",02:51,"28,4",14:47,73,81,18:30,61,09:30
2022-09-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,4","0,0","23,5",05:59,"29,4",12:03,77,83,06:00,69,Varias
2022-09-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,2","0,0","24,6",06:05,"29,9",12:37,76,87,22:30,71,Varias
2022-09-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","24,3",06:03,"30,7",13:39,72,87,06:20,60,Varias
2022-09-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,4","0,0","23,0",05:59,"29,7",13:49,74,81,01:10,62,16:30
2022-09-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,3","0,0","24,1",06:04,"28,5",12:47,59,75,00:30,45,12:00
2022-09-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,3",06:07,"27,8",10:01,62,70,00:50,57,08:10
2022-09-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","21,6",06:11,"28,3",13:13,67,77,06:00,59,09:40
2022-09-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,4","0,0","24,6",06:20,"28,2",15:28,76,80,Varias,71,18:50
2022-09-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","24,3",06:06,"30,7",13:18,75,85,06:00,66,13:20
2022-09-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,2","0,8","25,3",06:05,"31,0",12:03,59,85,07:00,40,14:10
2022-09-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,5",02:38,"27,5",16:37,69,76,Varias,51,00:00
2022-09-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,9","0,0","22,2",06:01,"29,6",12:57,67,76,Varias,59,Varias
2022-09-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","5,0","22,0",Varias,"26,3",Varias,73,88,22:30,65,16:50
2022-09-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,3","0,0","20,8",06:07,"25,8",12:17,58,84,00:50,45,22:30
2022-09-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","18,6",06:03,"25,1",14:54,54,70,22:50,45,07:10
2022-09-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,0","0,0","19,5",06:07,"26,4",14:16,66,79,Varias,56,Varias
2022-09-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,1","0,0","20,4",06:02,"25,8",13:04,65,76,01:30,56,12:20
2022-09-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,8","0,0","20,0",06:11,"25,6",14:23,62,79,03:30,54,10:40
2022-09-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,8","0,0","20,1",06:03,"25,6",13:07,62,72,06:50,51,Varias
2022-09-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,9","11,4","19,2",24:00,"26,6",12:25,66,83,21:30,55,13:50
2022-09-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,4","18,1",00:49,"22,7",14:23,74,89,01:30,62,22:40
2022-09-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,6","0,0","17,3",06:02,"23,9",13:07,60,74,00:20,49,14:20
2022-09-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,1","0,0","17,0",06:27,"25,2",14:39,51,72,05:50,33,17:20
2022-09-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,0","16,2",05:59,"24,6",13:06,54,68,22:50,43,Varias
2022-09-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","16,9",06:01,"26,4",14:44,47,73,23:59,37,Varias
2022-09-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,0","17,1",23:22,"23,6",13:34,58,75,18:30,41,12:30
2022-09-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,8","0,0","15,4",06:02,"22,2",12:32,55,70,20:20,44,14:30
2022-10-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,8","0,0","15,1",06:02,"24,4",14:38,55,68,Varias,39,Varias
2022-10-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,9","0,0","17,1",06:01,"26,7",13:56,60,75,18:50,39,13:40
2022-10-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,4","0,0","17,8",06:23,"25,0",13:07,72,81,06:50,62,13:20
2022-10-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","18,6",06:13,"24,5",15:05,69,83,06:00,57,13:00
2022-10-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,2","0,0","18,2",06:18,"24,3",14:08,75,83,06:00,69,14:00
2022-10-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","1,6","19,3",06:11,"24,3",13:28,70,77,08:30,64,14:20
2022-10-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,5","9,8","17,9",07:41,"21,1",19:07,83,91,12:30,67,00:00
2022-10-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,2","18,6",06:22,"22,1",12:18,77,86,06:00,67,18:40
