fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-09-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,7","0,0","24,2",05:25,"29,2",14:14,64,79,01:00,56,10:30
2024-09-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,5","0,0","23,1",05:20,"29,9",12:56,59,73,Varias,47,09:20
2024-09-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,0","6,0","21,8",13:00,"26,3",09:13,74,84,13:30,58,09:30
2024-09-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","8,6","19,8",10:23,"23,7",16:04,75,88,10:30,66,07:40
2024-09-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,4","0,0","17,4",05:42,"25,3",14:15,60,78,00:50,52,Varias
2024-09-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,8","2,8","20,9",05:42,"28,8",12:05,71,87,23:59,62,12:10
2024-09-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,1","5,6","22,6",02:48,"29,6",13:38,75,89,Varias,58,13:30
2024-09-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,0","43,4","20,1",12:23,"25,8",00:01,87,93,12:40,71,23:40
2024-09-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,0","0,0","18,8",05:40,"27,2",15:31,58,77,01:30,49,14:40
2024-09-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,0","0,0","21,1",05:17,"26,8",13:19,63,79,22:50,53,09:40
2024-09-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,5","0,0","19,3",05:15,"25,7",13:55,63,79,00:10,52,09:00
2024-09-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,8","4,8","18,2",22:52,"23,5",09:45,70,86,16:20,56,09:10
2024-09-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,3","0,0","14,9",05:18,"23,7",15:13,50,74,00:20,38,13:10
2024-09-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,1","0,0","16,2",05:34,"26,0",14:25,41,59,00:00,21,14:50
2024-09-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","17,1",05:16,"26,6",14:40,39,62,02:00,25,10:40
2024-09-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,1","0,0","18,9",05:10,"27,3",13:23,33,54,01:20,23,09:30
