fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2024-05-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,1","0,0","15,3",04:44,"24,9",13:26,47,75,03:50,29,12:40
2024-05-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,0","0,0","15,8",04:53,"24,2",10:27,53,78,Varias,36,10:30
2024-05-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,0","16,9",04:26,"23,8",14:27,66,83,02:10,45,12:30
2024-05-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,8","0,0","17,1",05:05,"22,6",13:58,74,84,22:00,67,12:10
2024-05-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,0","13,2","17,0",Varias,"21,1",14:43,84,91,09:10,71,14:40
2024-05-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"16,7","0,8","14,6",06:32,"18,8",11:55,74,83,Varias,57,11:40
2024-05-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"17,8","1,2","15,2",04:49,"20,5",14:13,71,83,11:00,57,13:50
2024-05-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,8","1,6","15,5",04:44,"22,0",14:09,75,88,23:50,68,10:10
2024-05-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,0","1,6","15,3",07:31,"20,6",13:15,77,89,05:20,68,12:30
2024-05-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"18,6","0,4","16,0",03:16,"21,3",12:43,78,86,Varias,70,08:50
2024-05-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,0","16,8",05:22,"23,9",10:15,63,88,02:10,46,10:20
2024-05-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,2","0,0","16,9",03:34,"23,4",12:37,54,84,01:40,41,08:10
2024-05-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,1","0,2","17,6",Varias,"22,6",13:31,66,76,10:20,59,19:20
2024-05-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,4","0,0","16,8",05:06,"21,9",14:08,66,77,03:20,59,14:20
2024-05-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,5","0,0","17,4",23:48,"21,6",10:28,64,79,22:20,55,07:40
2024-05-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,4","0,0","16,1",04:22,"22,8",11:55,63,79,Varias,47,12:40
2024-05-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,6","0,0","16,6",05:25,"24,7",10:17,72,85,Varias,51,10:30
2024-05-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,2","0,0","19,2",23:52,"23,3",12:57,72,86,00:30,64,16:00
2024-05-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,8","0,0","18,1",03:38,"23,4",10:26,68,81,04:50,61,10:30
2024-05-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,0","18,1",05:07,"25,0",15:55,71,85,Varias,61,Varias
2024-05-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,4","0,0","18,9",04:08,"25,8",13:29,73,85,Varias,49,08:50
2024-05-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,6","0,4","19,2",02:40,"23,9",10:59,55,78,00:00,46,11:40
2024-06-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,2","13,4","16,4",21:26,"22,0",16:18,63,86,22:00,55,Varias
2024-06-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,2","0,0","16,7",03:08,"23,8",12:19,63,86,00:20,51,15:20
2024-06-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,7","0,0","18,5",03:19,"24,9",12:47,61,79,Varias,43,20:30
2024-06-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,0","19,3",05:17,"24,8",12:18,64,83,23:30,55,00:30
2024-06-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,4","0,0","19,4",03:49,"25,3",11:57,65,85,Varias,59,12:20
2024-06-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","20,1",04:26,"29,1",13:13,46,77,00:20,37,13:30
2024-06-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,4","0,0","20,1",05:15,"26,7",08:15,66,77,17:00,41,08:10
2024-06-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,8","1,2","21,7",23:50,"25,8",06:58,61,79,22:30,41,06:40
2024-06-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,9","0,2","20,9",06:51,"24,9",11:45,72,80,Varias,60,16:50
2024-06-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,6","12,0","18,6",07:52,"22,6",00:13,74,89,08:10,59,00:40
2024-06-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,4","44,4","16,2",21:08,"22,5",08:34,80,92,22:00,57,08:50
2024-06-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,1","9,6","15,0",22:17,"23,2",11:10,74,89,Varias,55,17:00
2024-06-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"19,2","0,0","15,2",01:36,"23,3",15:09,62,88,Varias,44,11:00
2024-06-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,2","0,0","19,0",01:43,"25,5",13:57,73,85,02:50,57,16:20
2024-06-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"21,8","0,0","19,5",05:01,"24,0",13:36,65,86,01:30,53,13:50
2024-06-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,0","19,2",05:12,"24,9",14:27,63,81,23:59,51,13:10
2024-06-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,2","0,0","19,9",04:24,"26,5",14:05,73,86,23:40,65,14:00
2024-06-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,2","0,0","20,5",04:23,"25,9",13:25,76,86,00:00,58,09:20
2024-06-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,2","7,4","21,1",05:11,"25,3",12:41,80,87,23:50,72,12:50
2024-06-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,0","0,6","20,0",05:03,"23,9",13:05,76,92,01:50,71,14:10
2024-06-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,7","0,0","19,3",04:44,"26,1",10:30,61,83,00:00,42,10:20
2024-06-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,4","0,6","20,6",05:07,"26,2",12:17,75,84,02:50,66,12:20
2024-06-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"20,4","0,8","18,1",07:23,"22,6",16:11,76,87,07:40,68,13:50
2024-06-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","0,0","21,3",01:10,"27,0",13:15,58,73,Varias,42,12:40
2024-06-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,8","0,0","20,9",04:37,"26,7",12:32,63,79,22:20,59,11:50
2024-06-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,8","0,0","21,6",03:33,"27,9",12:15,66,82,04:20,51,11:10
2024-06-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,4","0,0","22,1",Varias,"26,7",10:56,63,74,14:30,54,07:50
2024-06-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,0",05:33,"28,0",14:11,58,81,23:59,52,07:20
2024-06-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,2","22,1",10:09,"28,0",12:56,62,87,03:10,49,18:40
2024-06-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,2","4,6","22,5",Varias,"25,8",15:00,73,81,23:20,66,00:00
2024-07-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"22,3","10,8","19,8",09:40,"24,8",16:27,80,90,10:30,66,14:30
2024-07-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,4","0,0","20,5",04:17,"26,4",09:55,66,80,02:50,55,08:30
2024-07-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,6","0,0","21,6",02:53,"25,7",14:26,70,79,23:10,59,09:50
2024-07-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"23,9","0,0","21,0",03:33,"26,8",13:31,73,81,Varias,64,10:40
2024-07-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","21,8",04:31,"28,2",10:18,71,84,03:50,56,09:10
2024-07-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,6","0,0","23,4",02:31,"27,7",12:35,69,80,06:10,59,12:40
2024-07-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,7","0,0","22,1",05:49,"27,3",12:13,66,77,Varias,58,Varias
2024-07-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,0","0,0","22,2",02:44,"27,7",Varias,68,77,21:30,64,Varias
2024-07-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","22,7",04:09,"29,2",16:47,66,76,00:30,54,16:50
2024-07-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,0","0,0","22,7",05:07,"29,2",10:27,69,83,23:40,62,10:30
2024-07-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,6","0,0","24,1",04:41,"31,2",12:03,68,88,03:10,51,14:30
2024-07-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,1","0,0","24,7",03:07,"29,5",13:35,72,82,Varias,64,15:10
2024-07-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"24,6","0,0","22,5",07:20,"26,8",13:35,67,76,07:10,58,13:20
2024-07-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,4","0,0","22,3",03:12,"28,5",14:26,69,82,22:30,62,08:40
2024-07-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","24,0",03:44,"29,1",Varias,74,84,Varias,62,12:10
2024-07-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","24,3",23:43,"29,3",11:47,70,87,01:50,61,14:00
2024-07-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","23,5",04:04,"29,7",09:57,60,72,Varias,54,09:40
2024-07-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,2","0,0","23,9",03:35,"30,5",14:20,58,80,23:59,47,08:20
2024-07-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,5","0,0","25,3",05:06,"31,7",12:02,70,81,05:10,50,11:00
2024-07-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,6","0,2","24,8",03:03,"30,5",09:56,70,82,00:20,51,09:50
2024-07-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,7","2,2","23,2",08:28,"30,2",15:56,68,87,07:50,23,16:40
2024-07-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,2","0,0","21,9",05:08,"30,6",10:31,39,70,23:59,29,10:10
2024-07-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,9","0,0","23,4",04:43,"30,4",14:32,59,71,00:10,44,17:30
2024-07-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","24,4",04:19,"30,6",10:46,61,74,01:30,50,10:30
2024-07-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","23,8",05:19,"29,7",14:04,67,77,Varias,57,Varias
2024-07-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,2","0,0","24,3",04:11,"32,0",15:18,56,78,Varias,41,14:50
2024-07-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,4","0,0","24,4",04:34,"32,3",14:37,64,79,23:20,40,14:30
2024-07-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,1","0,0","24,2",05:16,"30,0",Varias,71,80,06:40,58,13:40
2024-07-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,8","0,0","23,9",04:08,"33,8",15:44,57,74,00:30,38,Varias
2024-07-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"31,2","0,0","25,8",04:43,"36,7",13:28,30,59,00:10,16,13:00
2024-07-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"30,8","0,0","25,4",04:09,"36,2",13:27,30,80,23:59,11,14:50
2024-08-01,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"29,4","0,0","26,3",01:54,"32,4",13:52,69,81,00:10,53,02:50
2024-08-02,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,7","0,2","24,3",19:06,"33,1",10:57,58,72,05:00,39,21:00
2024-08-03,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,8","0,0","24,0",05:15,"31,6",13:55,52,67,Varias,43,09:10
2024-08-04,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,7","0,0","25,6",03:18,"31,8",12:25,57,77,Varias,35,13:30
2024-08-05,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,2","0,0","25,1",04:52,"31,2",12:36,66,77,Varias,55,12:40
2024-08-06,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,5","0,0","25,5",05:07,"31,5",09:56,64,76,00:00,57,12:40
2024-08-07,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,1","0,0","24,5",05:20,"31,7",14:12,,75,07:40,59,Varias
2024-08-08,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,5","0,2","25,2",05:20,"31,8",13:37,67,77,03:20,60,14:00
2024-08-09,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,6","0,0","24,8",05:24,"32,5",11:45,61,79,05:20,44,16:10
2024-08-10,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"29,2","0,0","25,2",05:33,"33,1",13:10,54,67,05:40,41,20:30
2024-08-11,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,8","0,2","25,5",05:19,"30,1",13:13,70,80,05:30,51,00:00
2024-08-12,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,2","0,0","25,1",05:23,"31,3",14:08,73,83,05:20,64,14:10
2024-08-13,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,3","1,0","25,5",05:42,"31,1",11:27,,82,06:10,43,14:20
2024-08-14,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,4","22,6",23:46,"31,3",11:06,60,79,18:20,42,11:10
2024-08-15,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,2","0,0","22,2",02:05,"30,3",12:32,58,73,02:10,46,11:20
2024-08-16,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","24,1",05:25,"29,6",15:19,65,74,21:30,53,09:10
2024-08-17,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,8","0,0","24,4",05:17,"31,1",12:34,62,77,05:50,44,10:10
2024-08-18,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,2","1,8","23,8",20:02,"28,6",10:37,73,84,19:00,65,10:10
2024-08-19,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"25,9","0,0","23,5",06:04,"28,3",11:59,66,80,00:40,52,09:50
2024-08-20,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,6","0,0","22,9",05:15,"30,3",15:07,64,80,Varias,36,14:40
2024-08-21,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,4","0,0","24,0",05:40,"30,9",13:41,63,75,Varias,46,13:40
2024-08-22,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,0","25,0",05:21,"30,0",13:58,71,81,Varias,61,15:10
2024-08-23,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"28,2","0,0","25,1",05:23,"31,3",10:33,72,82,Varias,56,11:10
2024-08-24,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,6","0,0","24,6",05:15,"30,6",Varias,73,81,05:10,62,15:00
2024-08-25,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,5","0,2","24,9",05:33,"30,1",13:34,64,80,00:00,49,13:50
2024-08-26,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,9","0,0","24,2",05:25,"29,6",11:02,66,75,Varias,55,09:00
2024-08-27,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,2","0,0","24,5",05:16,"30,0",15:05,67,81,05:10,58,15:10
2024-08-28,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"27,0","0,0","24,4",05:30,"29,7",14:57,72,80,06:40,66,Varias
2024-08-29,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,7","0,0","24,6",05:21,"28,8",14:14,70,83,Varias,61,13:30
2024-08-30,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,3","0,0","22,8",05:18,"29,8",14:32,67,80,03:30,63,13:30
2024-08-31,0201X,"BARCELONA, DRASSANES",BARCELONA,11,"26,8","0,0","24,0",05:24,"29,7",12:50,70,78,Varias,63,16:10
