date,temperature_2m,relative_humidity_2m
2020-04-06 00:00:00,10.081,90.40377
2020-04-06 01:00:00,9.681001,97.02174
2020-04-06 02:00:00,9.581,99.33075
2020-04-06 03:00:00,9.6310005,99.665016
2020-04-06 04:00:00,9.681001,99.33128
2020-04-06 05:00:00,9.6310005,99.665016
2020-04-06 06:00:00,9.781,99.33182
2020-04-06 07:00:00,10.031,99.66607
2020-04-06 08:00:00,10.231,99.00275
2020-04-06 09:00:00,10.781,92.60652
2020-04-06 10:00:00,12.181001,78.12202
2020-04-06 11:00:00,12.831,73.60336
2020-04-06 12:00:00,13.181001,70.010185
2020-04-06 13:00:00,14.331,61.728104
2020-04-06 14:00:00,14.181001,60.64352
2020-04-06 15:00:00,14.031,62.29526
2020-04-06 16:00:00,13.831,61.610485
2020-04-06 17:00:00,13.481,63.90023
2020-04-06 18:00:00,12.281,75.02155
2020-04-06 19:00:00,10.6310005,84.816345
2020-04-06 20:00:00,9.3810005,90.66079
2020-04-06 21:00:00,9.981,87.381454
2020-04-06 22:00:00,8.8810005,90.93525
2020-04-06 23:00:00,8.331,91.83625
