date,temperature_2m,relative_humidity_2m
2024-12-02 00:00:00,7.731,88.99514
2024-12-02 01:00:00,7.4309998,94.34279
2024-12-02 02:00:00,7.1809998,93.04008
2024-12-02 03:00:00,7.931,83.3481
2024-12-02 04:00:00,7.081,86.50166
2024-12-02 05:00:00,7.081,82.374916
2024-12-02 06:00:00,7.0309997,80.93697
2024-12-02 07:00:00,6.6809998,80.604385
2024-12-02 08:00:00,7.9809995,75.856514
2024-12-02 09:00:00,9.1310005,82.35121
2024-12-02 10:00:00,10.331,89.51008
2024-12-02 11:00:00,11.081,79.565575
2024-12-02 12:00:00,11.431001,71.11858
2024-12-02 13:00:00,12.981,64.22785
2024-12-02 14:00:00,13.331,64.08607
2024-12-02 15:00:00,11.681001,77.78081
2024-12-02 16:00:00,10.981,85.14259
2024-12-02 17:00:00,8.481,92.160126
2024-12-02 18:00:00,8.181001,89.95544
2024-12-02 19:00:00,7.731,92.4322
2024-12-02 20:00:00,6.881,94.97179
2024-12-02 21:00:00,6.481,94.95605
2024-12-02 22:00:00,5.7809997,95.924065
2024-12-02 23:00:00,5.381,96.24618
