date,temperature_2m,relative_humidity_2m
2024-06-30 00:00:00,16.331,87.38843
2024-06-30 01:00:00,15.981,91.40492
2024-06-30 02:00:00,15.931001,89.646286
2024-06-30 03:00:00,15.781,87.05468
2024-06-30 04:00:00,15.581,86.47074
2024-06-30 05:00:00,14.581,90.4253
2024-06-30 06:00:00,15.231,82.561104
2024-06-30 07:00:00,15.931001,78.16683
2024-06-30 08:00:00,16.681,77.260735
2024-06-30 09:00:00,16.480999,82.71417
2024-06-30 10:00:00,16.831,82.48853
2024-06-30 11:00:00,17.831,76.437935
2024-06-30 12:00:00,19.431,67.81973
2024-06-30 13:00:00,20.480999,56.468563
2024-06-30 14:00:00,21.181,53.20107
2024-06-30 15:00:00,21.281,53.580227
2024-06-30 16:00:00,21.331,54.126816
2024-06-30 17:00:00,21.380999,53.429173
2024-06-30 18:00:00,20.880999,54.370274
2024-06-30 19:00:00,17.630999,69.48416
2024-06-30 20:00:00,16.181,77.94788
2024-06-30 21:00:00,16.181,79.49727
2024-06-30 22:00:00,16.181,76.6771
2024-06-30 23:00:00,15.881,76.12547
