date,temperature_2m,relative_humidity_2m
2024-11-26 00:00:00,3.581,88.64246
2024-11-26 01:00:00,3.181,85.48345
2024-11-26 02:00:00,2.931,86.074036
2024-11-26 03:00:00,3.0310001,85.15973
2024-11-26 04:00:00,3.431,84.29079
2024-11-26 05:00:00,3.7310002,84.62889
2024-11-26 06:00:00,3.4810002,87.06263
2024-11-26 07:00:00,3.2310002,89.24857
2024-11-26 08:00:00,3.2310002,91.182755
2024-11-26 09:00:00,6.581,72.19967
2024-11-26 10:00:00,7.581,63.896503
2024-11-26 11:00:00,7.731,66.73574
2024-11-26 12:00:00,8.181001,65.65459
2024-11-26 13:00:00,8.431001,66.41449
2024-11-26 14:00:00,8.681001,65.0688
2024-11-26 15:00:00,8.481,65.95527
2024-11-26 16:00:00,7.931,69.19662
2024-11-26 17:00:00,6.7809997,78.65426
2024-11-26 18:00:00,6.081,80.80545
2024-11-26 19:00:00,5.231,86.61897
2024-11-26 20:00:00,4.2809997,88.70312
2024-11-26 21:00:00,3.4810002,88.951
2024-11-26 22:00:00,2.2310002,93.099884
2024-11-26 23:00:00,1.331,95.77729
