date,temperature_2m,relative_humidity_2m
2020-07-08 00:00:00,25.730999,22.265352
2020-07-08 01:00:00,23.831,24.67631
2020-07-08 02:00:00,23.380999,26.27
2020-07-08 03:00:00,23.931,24.09588
2020-07-08 04:00:00,22.130999,29.254156
2020-07-08 05:00:00,21.531,30.885094
2020-07-08 06:00:00,23.230999,27.656542
2020-07-08 07:00:00,25.331,25.524933
2020-07-08 08:00:00,25.581,25.952877
2020-07-08 09:00:00,26.831,25.046732
2020-07-08 10:00:00,28.531,23.559645
2020-07-08 11:00:00,31.130999,20.1465
2020-07-08 12:00:00,30.730999,23.090078
2020-07-08 13:00:00,32.481003,18.661768
2020-07-08 14:00:00,32.531002,15.240287
2020-07-08 15:00:00,32.281002,15.402225
2020-07-08 16:00:00,30.681,19.758255
2020-07-08 17:00:00,30.281,20.85832
2020-07-08 18:00:00,27.581,27.702637
2020-07-08 19:00:00,27.331,28.111076
2020-07-08 20:00:00,25.831,31.131289
2020-07-08 21:00:00,24.281,44.966545
2020-07-08 22:00:00,23.880999,35.454235
2020-07-08 23:00:00,23.380999,38.059444
