date,temperature_2m,relative_humidity_2m
2020-07-31 00:00:00,24.181,31.094906
2020-07-31 01:00:00,23.081,37.588615
2020-07-31 02:00:00,22.031,41.87077
2020-07-31 03:00:00,21.880999,42.976315
2020-07-31 04:00:00,21.831,43.25356
2020-07-31 05:00:00,21.730999,43.225475
2020-07-31 06:00:00,22.681,40.658516
2020-07-31 07:00:00,25.880999,34.24867
2020-07-31 08:00:00,27.431,28.720383
2020-07-31 09:00:00,28.880999,26.574879
2020-07-31 10:00:00,30.431,23.409658
2020-07-31 11:00:00,31.831,20.180265
2020-07-31 12:00:00,32.431,18.202257
2020-07-31 13:00:00,33.831,15.968807
2020-07-31 14:00:00,34.481003,14.3059435
2020-07-31 15:00:00,34.781002,13.06127
2020-07-31 16:00:00,34.731003,12.10773
2020-07-31 17:00:00,34.331,12.513907
2020-07-31 18:00:00,33.481003,12.478381
2020-07-31 19:00:00,31.880999,13.219001
2020-07-31 20:00:00,29.281,15.960552
2020-07-31 21:00:00,27.781,16.675186
2020-07-31 22:00:00,26.931,17.590162
2020-07-31 23:00:00,25.531,20.980783
