date,temperature_2m,relative_humidity_2m
2024-05-28 00:00:00,13.431001,68.4111
2024-05-28 01:00:00,13.581,71.04556
2024-05-28 02:00:00,13.981,69.22371
2024-05-28 03:00:00,14.1310005,68.55405
2024-05-28 04:00:00,13.781,69.65439
2024-05-28 05:00:00,13.531,71.03601
2024-05-28 06:00:00,14.6310005,68.19376
2024-05-28 07:00:00,16.380999,66.079124
2024-05-28 08:00:00,17.730999,62.515537
2024-05-28 09:00:00,19.281,56.732853
2024-05-28 10:00:00,20.880999,51.385555
2024-05-28 11:00:00,22.531,45.53579
2024-05-28 12:00:00,23.931,39.791843
2024-05-28 13:00:00,25.380999,35.759007
2024-05-28 14:00:00,25.980999,34.16151
2024-05-28 15:00:00,26.531,32.736473
2024-05-28 16:00:00,26.630999,31.143148
2024-05-28 17:00:00,26.230999,31.031353
2024-05-28 18:00:00,25.531,32.67688
2024-05-28 19:00:00,24.181,39.86245
2024-05-28 20:00:00,21.781,50.43944
2024-05-28 21:00:00,19.581,58.529892
2024-05-28 22:00:00,18.181,63.24467
2024-05-28 23:00:00,17.480999,61.218098
