date,temperature_2m,relative_humidity_2m
2022-05-23 00:00:00,14.1310005,74.081535
2022-05-23 01:00:00,13.931001,75.553406
2022-05-23 02:00:00,13.831,76.30069
2022-05-23 03:00:00,13.531,77.803055
2022-05-23 04:00:00,13.181001,80.13306
2022-05-23 05:00:00,12.931001,81.72546
2022-05-23 06:00:00,13.481,79.37464
2022-05-23 07:00:00,14.8810005,73.227295
2022-05-23 08:00:00,16.331,66.2898
2022-05-23 09:00:00,18.130999,58.567142
2022-05-23 10:00:00,20.081,49.15022
2022-05-23 11:00:00,21.781,42.658585
2022-05-23 12:00:00,22.581,36.43479
2022-05-23 13:00:00,23.681,32.265434
2022-05-23 14:00:00,23.581,32.2371
2022-05-23 15:00:00,23.630999,29.264662
2022-05-23 16:00:00,23.630999,26.431826
2022-05-23 17:00:00,22.681,28.896553
2022-05-23 18:00:00,21.681,31.255451
2022-05-23 19:00:00,20.431,35.693417
2022-05-23 20:00:00,18.630999,41.331398
2022-05-23 21:00:00,17.531,42.773163
2022-05-23 22:00:00,16.531,41.74505
2022-05-23 23:00:00,15.781,43.635723
