date,temperature_2m,relative_humidity_2m
2023-09-13 00:00:00,14.181001,81.3451
2023-09-13 01:00:00,13.8810005,81.30562
2023-09-13 02:00:00,13.931001,78.91119
2023-09-13 03:00:00,13.681001,79.138565
2023-09-13 04:00:00,13.681001,77.82604
2023-09-13 05:00:00,13.681001,76.532745
2023-09-13 06:00:00,13.481,77.275154
2023-09-13 07:00:00,14.831,75.45065
2023-09-13 08:00:00,17.281,64.53076
2023-09-13 09:00:00,18.581,59.662727
2023-09-13 10:00:00,19.831,54.82727
2023-09-13 11:00:00,20.831,50.860806
2023-09-13 12:00:00,21.581,49.720318
2023-09-13 13:00:00,22.380999,47.352657
2023-09-13 14:00:00,22.781,45.604824
2023-09-13 15:00:00,22.880999,43.987152
2023-09-13 16:00:00,23.031,41.589546
2023-09-13 17:00:00,22.480999,42.56784
2023-09-13 18:00:00,20.831,53.11028
2023-09-13 19:00:00,18.781,61.317318
2023-09-13 20:00:00,17.880999,64.234985
2023-09-13 21:00:00,17.880999,64.87719
2023-09-13 22:00:00,17.880999,62.13462
2023-09-13 23:00:00,17.781,60.272533
