date,temperature_2m,relative_humidity_2m
2023-03-28 00:00:00,7.9809995,38.49158
2023-03-28 01:00:00,7.631,40.02136
2023-03-28 02:00:00,7.631,39.71952
2023-03-28 03:00:00,7.9809995,37.48235
2023-03-28 04:00:00,7.831,36.174095
2023-03-28 05:00:00,7.631,35.4285
2023-03-28 06:00:00,7.331,34.798016
2023-03-28 07:00:00,9.181001,30.576048
2023-03-28 08:00:00,12.231,22.04663
2023-03-28 09:00:00,13.3810005,24.712399
2023-03-28 10:00:00,14.781,24.915972
2023-03-28 11:00:00,16.480999,22.85908
2023-03-28 12:00:00,17.380999,21.348385
2023-03-28 13:00:00,19.031,18.74494
2023-03-28 14:00:00,19.980999,17.33829
2023-03-28 15:00:00,20.480999,16.746977
2023-03-28 16:00:00,20.380999,17.238708
2023-03-28 17:00:00,19.931,18.200975
2023-03-28 18:00:00,18.281,20.869146
2023-03-28 19:00:00,15.1310005,39.462997
2023-03-28 20:00:00,14.3810005,33.193096
2023-03-28 21:00:00,14.331,29.363356
2023-03-28 22:00:00,13.581,30.826971
2023-03-28 23:00:00,12.581,34.4085
