date,temperature_2m,relative_humidity_2m
2021-11-02 00:00:00,6.481,80.860985
2021-11-02 01:00:00,6.2809997,81.405945
2021-11-02 02:00:00,6.4309998,80.85406
2021-11-02 03:00:00,6.2809997,81.69364
2021-11-02 04:00:00,6.2809997,81.69364
2021-11-02 05:00:00,5.881,83.38995
2021-11-02 06:00:00,5.7809997,84.56335
2021-11-02 07:00:00,6.081,86.097595
2021-11-02 08:00:00,7.131,82.67012
2021-11-02 09:00:00,8.481,76.20636
2021-11-02 10:00:00,10.431001,66.15066
2021-11-02 11:00:00,11.581,62.588017
2021-11-02 12:00:00,12.181001,60.582207
2021-11-02 13:00:00,12.981,57.48685
2021-11-02 14:00:00,12.181001,62.293396
2021-11-02 15:00:00,10.6310005,73.71486
2021-11-02 16:00:00,9.781,75.89383
2021-11-02 17:00:00,9.081,84.353004
2021-11-02 18:00:00,8.6310005,90.6076
2021-11-02 19:00:00,8.3810005,94.70676
2021-11-02 20:00:00,8.481,93.10945
2021-11-02 21:00:00,8.581,94.07198
2021-11-02 22:00:00,8.081,82.21655
2021-11-02 23:00:00,6.6809998,84.96284
