date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2023-10-25 00:00:00,9.931001,98.00958,9.6310005,8.546559,0.0,0.0,0.0,0.0,3.0,1013.7,898.8372,100.0,100.0,0.0,0.0,0.0,0.024369478,8.891344,14.48972,248.6293,243.43501,27.359999,10.531,11.531,15.781,20.031,0.381,0.371,0.231,0.191
2023-10-25 01:00:00,9.331,98.99565,9.181001,7.733139,0.0,0.0,0.0,0.0,3.0,1013.7,898.61017,100.0,100.0,0.0,3.0,0.0,0.011811852,9.504273,15.315873,245.37645,240.42226,23.039999,10.431001,11.481,15.781,20.031,0.382,0.371,0.231,0.191
2023-10-25 02:00:00,9.431001,97.34356,9.031,8.082346,0.0,0.0,0.0,0.0,3.0,1013.5,898.4709,100.0,100.0,0.0,3.0,0.0,0.03145218,7.5170207,11.966953,253.30067,248.83867,21.96,10.3810005,11.481,15.781,20.031,0.381,0.37,0.231,0.191
2023-10-25 03:00:00,9.3810005,97.34252,8.981,8.095755,0.0,0.0,0.0,0.0,3.0,1013.3,898.27454,100.0,100.0,2.0,11.0,0.0,0.031359196,6.9899354,11.090103,258.11136,256.86597,18.359999,10.281,11.481,15.731,20.031,0.38,0.37,0.231,0.191
2023-10-25 04:00:00,9.3810005,96.36215,8.831,8.259975,0.0,0.0,0.0,0.0,1.0,1013.0,898.0086,42.0,39.0,2.0,4.0,0.0,0.04292798,5.5887027,11.570515,255.06853,264.64426,18.359999,10.231,11.481,15.731,20.031,0.379,0.369,0.232,0.191
2023-10-25 05:00:00,7.4309998,96.3063,6.881,5.7422085,0.0,0.0,0.0,0.0,3.0,1012.9,897.1772,94.0,24.0,0.0,92.0,0.0,0.038196564,6.12,13.797912,270.0,277.49576,17.64,9.531,11.431001,15.731,20.031,0.378,0.369,0.232,0.191
2023-10-25 06:00:00,7.5309997,91.470345,6.231,5.6373024,0.0,0.0,0.0,0.0,3.0,1012.9,897.21533,88.0,82.0,6.0,25.0,0.0,0.08880985,6.489992,16.039202,266.82022,279.0394,19.08,9.031,11.3810005,15.681001,20.031,0.378,0.369,0.232,0.191
2023-10-25 07:00:00,9.281,87.61465,7.331,7.676055,0.0,0.0,0.0,0.0,3.0,1013.2,898.14825,100.0,100.0,11.0,41.0,0.017872622,0.1451788,6.28713,16.65754,256.75946,276.20334,19.8,9.081,11.281,15.681001,20.031,0.377,0.368,0.232,0.191
2023-10-25 08:00:00,10.8810005,84.55704,8.3810005,9.188058,0.0,0.0,0.0,0.0,3.0,1014.1,899.54956,95.0,81.0,27.0,66.0,0.034889057,0.20144045,8.699793,14.471821,245.55606,264.2895,20.880001,9.781,11.231,15.681001,19.980999,0.376,0.368,0.232,0.191
2023-10-25 09:00:00,12.181001,78.91904,8.6310005,10.480446,0.0,0.0,0.0,0.0,2.0,1014.8,900.6567,54.0,22.0,3.0,39.0,0.091276415,0.29963815,9.19939,13.1041975,239.42085,254.05453,23.759998,10.731,11.281,15.6310005,19.980999,0.375,0.367,0.232,0.191
