date,temperature_2m,relative_humidity_2m
2021-04-07 00:00:00,7.6809998,60.560356
2021-04-07 01:00:00,6.6809998,71.19501
2021-04-07 02:00:00,5.6809998,71.76918
2021-04-07 03:00:00,4.981,75.07331
2021-04-07 04:00:00,4.381,78.5665
2021-04-07 05:00:00,3.5310001,83.39829
2021-04-07 06:00:00,2.881,86.69092
2021-04-07 07:00:00,3.9810002,81.09134
2021-04-07 08:00:00,5.481,66.000336
2021-04-07 09:00:00,7.381,55.228363
2021-04-07 10:00:00,9.1310005,43.596664
2021-04-07 11:00:00,10.8810005,35.86475
2021-04-07 12:00:00,12.731,37.227097
2021-04-07 13:00:00,14.081,36.149284
2021-04-07 14:00:00,15.181001,34.668095
2021-04-07 15:00:00,15.981,33.17684
2021-04-07 16:00:00,16.230999,32.415546
2021-04-07 17:00:00,15.931001,32.921993
2021-04-07 18:00:00,15.331,40.8123
2021-04-07 19:00:00,12.681001,64.381996
2021-04-07 20:00:00,12.281,56.70929
2021-04-07 21:00:00,10.931001,60.278866
2021-04-07 22:00:00,9.931001,64.66221
2021-04-07 23:00:00,8.581,77.02508
