date,temperature_2m,relative_humidity_2m
2021-04-30 00:00:00,8.431001,82.83343
2021-04-30 01:00:00,7.731,82.45811
2021-04-30 02:00:00,7.1809998,81.81304
2021-04-30 03:00:00,6.981,81.2147
2021-04-30 04:00:00,6.831,82.342766
2021-04-30 05:00:00,6.631,84.36415
2021-04-30 06:00:00,7.081,84.415985
2021-04-30 07:00:00,7.931,79.93746
2021-04-30 08:00:00,8.331,76.71616
2021-04-30 09:00:00,9.081,71.15883
2021-04-30 10:00:00,10.081,65.381874
2021-04-30 11:00:00,9.931001,66.975006
2021-04-30 12:00:00,11.031,60.729103
2021-04-30 13:00:00,11.331,58.70113
2021-04-30 14:00:00,11.931001,55.23895
2021-04-30 15:00:00,12.681001,45.60336
2021-04-30 16:00:00,12.481,43.775948
2021-04-30 17:00:00,11.8810005,48.410942
2021-04-30 18:00:00,9.581,66.19714
2021-04-30 19:00:00,7.6809998,76.60985
2021-04-30 20:00:00,7.081,80.09581
2021-04-30 21:00:00,6.731,79.7641
2021-04-30 22:00:00,6.2809997,80.264114
2021-04-30 23:00:00,6.081,79.952
